IRS-Number,Spray Date,SOP Code,County,Sub-county,Ward,Sub-location,Village,Sprayed,Re-visit,Reason for No Spray,Not sprayed: Female Children < 5 years,Not sprayed: Male Children < 5 years,Sprayed: Female Children < 5 years,Sprayed: Male Children < 5 years,Institution Name,Female Children <5 years sleeping under nets,Male Children <5 years sleeping under nets,Nets owned,Not sprayed: Female,Not sprayed: Male,Not sprayed: Pregnant women,Number Mixed,Pregnant women sleeping under nets,Rooms found,Rooms sprayed,Number Sleeping under nets,Sprayed: Female,Sprayed: Male,Sprayed: Pregnant women,Nets in use (Details),Children <5 years sleeping under nets
113889,3/17/2023,1070994,Migory County,Uriri Sub-County,Central Kanyamkago Ward,East Kawere Rateng Sub-location,Nyamilu Village,1,,,,,1,0,,,,1,,,,0,0,3,3,2,3,2,0,1,1
146929,03/06/2023,1070870,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 1B Sub-location,Nyandwat Village,1,,,,,0,0,,,,1,,,,1,0,2,1,2,4,2,0,1,0
21073,03/06/2023,1020418,Migory County,Awendo Sub-County,West Sakwa Ward,South Kanyamgony Sub-location,Anduongo Village,1,,,,,1,0,,,,1,,,,1,0,2,2,1,3,0,0,1,1
70749,3/17/2023,1050685,Migory County,Suna East Sub-County,Kakrao Ward,Nyarongi Sub-location,Nyarongi C Village (Nyarongi Sub-location),1,,,,,0,0,,,,1,,,,0,0,2,1,1,0,1,0,1,0
23939,3/17/2023,1020420,Migory County,Awendo Sub-County,West Sakwa Ward,South Kanyamgony Sub-location,Got Lee Village (South Kanyamgony Sub-location),1,,,,,0,0,,,,2,,,,0,0,4,3,4,1,3,0,2,0
90686,3/17/2023,1061225,Migory County,Suna West Sub-County,Oruba Ragana Ward,Lower Marindi Sub-location,Kiringi A Village (Lower Marindi Sub-location),0,,2. Locked,0,0,,,,,,4,4,4,0,0,0,4,,8,,,,4,0
74784,03/06/2023,1050623,Migory County,Suna East Sub-County,Kwa Ward,Ogwedhi Sub-location,Ogwedhi C Village,1,,,,,1,0,,,,3,,,,1,1,2,2,6,3,2,1,3,1
244667,4/18/2023,2051222,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Kodero Sub-location,Gotkomolo A  B Village,1,,,0,0,0,0,,,,0,,,,0,,3,3,,1,2,0,0,
306061,04/12/2023,2061338,Homa Bay County,Rachuonyo South Sub-County,West Kasipul Ward,Kamiyawa B Sub-location,Kalanding A Village,1,,,0,0,1,0,,,,2,,,,0,0,4,4,4,1,3,0,2,1
142755,3/17/2023,1070870,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 1B Sub-location,Kodero Village (Kajulu 1b Sub-location),1,,,,,1,0,,,,0,,,,0,,4,4,,5,4,0,0,
242072,4/18/2023,2051209,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Katonde Sub-location,Kopiyo A Village (Katonde Sub-location),1,,,0,0,0,0,,,,2,,,,1,0,3,3,4,3,1,0,2,0
10568,3/17/2023,1020324,Migory County,Awendo Sub-County,North Sakwa Ward,Kanyasrega Sub-location,Kinen Village,1,,,,,0,0,,,,0,,,,0,,3,3,,2,6,0,0,
147215,03/06/2023,1070907,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 2 Lower Sub-location,Kiwiro Village (Kajulu 2 Lower Sub-location),1,,,,,1,0,,,,2,,,,1,0,3,2,5,2,3,0,2,1
14125,03/06/2023,1020360,Migory County,Awendo Sub-County,South Sakwa Ward,Waware North Sub-location,Wanyama 1 Village,1,,,,,2,2,,,,3,,,,1,1,1,1,5,3,3,1,3,4
249588,4/18/2023,2051204,Homa Bay County,Rachuonyo North Sub-County,Kanyaluo Ward,Kamenya North Sub-location,Oyombe A Village (Kamenya North Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,2,2,2,1,1,0,1,0
121627,03/06/2023,1070931,Migory County,Uriri Sub-County,North Kanyamkago Ward,Komenya Sub-location,Marungu Village,1,,,,,1,1,,,,0,,,,0,,1,1,,2,2,0,0,
315971,04/12/2023,2071425,Homa Bay County,Rangwe Sub-County,Kagan Ward,Komenya  Sub-location,Katolo Village (Komenya Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,3,3,2,3,1,0,1,0
99005,03/06/2023,1060754,Migory County,Suna West Sub-County,Wasweta 2 Ward,Nyamange sub location,Wi-Yao Village (Nyamange sub location),1,,,,,0,0,,,,1,,,,0,0,2,2,2,0,2,0,1,0
216682,04/12/2023,2041004,Homa Bay County,Rachuonyo East Sub-County,Kokwanyo Kakelo Ward,Kakelo Dudi B Sub-location,Matabore B Village,1,,,0,0,1,0,,,,1,,,,0,0,2,2,2,1,0,0,1,0
164150,04/12/2023,2020690,Homa Bay County,Homabay Township Sub-County,Arujo Ward,Arujo Sub-location,Ruga South Village,1,,,0,0,1,0,,,,2,,,,0,0,1,1,4,2,2,0,2,1
75193,03/06/2023,1050641,Migory County,Suna East Sub-County,Kwa Ward,Lwanda Asande Sub-location,Thidhna Rural Village,1,,,,,0,0,,,,2,,,,1,0,2,2,4,0,4,0,2,0
20906,03/06/2023,1020400,Migory County,Awendo Sub-County,West Sakwa Ward,Kamresi Sub-location,Kodeny Village A (Kamresi Sub-location),1,,,,,2,0,,,,0,,,,0,,1,1,,3,1,0,0,
130334,03/06/2023,1070850,Migory County,Uriri Sub-County,South Kanyamkago Ward,Kamsaki Sub-location,Korondo B Village,1,,,,,0,0,,,,1,,,,0,0,4,4,2,1,2,0,1,0
130467,03/06/2023,1070863,Migory County,Uriri Sub-County,South Kanyamkago Ward,Lwala Sub-location (South Kanyamkago Ward),Obwongo Village,1,,,,,0,2,,,,3,,,,0,0,2,2,6,1,5,0,3,2
101501,3/17/2023,1060752,Migory County,Suna West Sub-County,Wasweta 2 Ward,Nyamange sub location,Magoto A Village (Nyamange sub location),1,,,,,0,0,,,,1,,,,0,0,1,1,2,1,1,1,1,0
49577,03/06/2023,1030552,Migory County,Nyatike Sub-County,Muhuru Ward,Ibencho Sub-location,Ibencho A Village,1,,,,,0,0,,,,2,,,,0,0,2,2,5,2,3,0,2,0
195917,04/12/2023,2030894,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,Kachwanya Sub-location,Ongeng A Village,1,,,0,0,1,1,,,,1,,,,0,0,2,2,3,4,2,0,1,1
84710,3/17/2023,1050613,Migory County,Suna East Sub-County,Suna Central Ward,Mapera Sub-location,Anding'o Kamidari Village,1,,,,,0,1,,,,0,,,,0,,2,2,,3,2,0,0,
108249,3/17/2023,1060723,Migory County,Suna West Sub-County,Wiga Ward,God Kwer Sub-location,Sibuoche A Village (God Kwer Sub-location),1,,,,,0,0,,,,1,,,,1,0,2,2,1,0,1,0,1,0
222253,04/12/2023,2041059,Homa Bay County,Rachuonyo East Sub-County,Kabondo West Ward,Kilusi Sub-location,Wikokumu Village,1,,,0,0,0,1,,,,1,,,,0,1,2,2,1,2,1,0,1,0
326449,4/18/2023,2071477,Homa Bay County,Rangwe Sub-County,West Gem Ward,Kamagawi Sub-location,Kongwenya Village,1,,,0,0,0,0,,,,1,,,,0,0,1,1,2,1,1,0,1,0
66095,03/06/2023,1050690,Migory County,Suna East Sub-County,Kakrao Ward,Anjego Sub-location,Mwache C Village,1,,,,,0,0,,,,0,,,,1,,4,4,,1,1,0,0,
101529,3/17/2023,1060755,Migory County,Suna West Sub-County,Wasweta 2 Ward,Nyamange sub location,Magoto A Village (Nyamange sub location),1,,,,,0,0,,,,3,,,,1,0,3,3,4,3,1,0,3,0
188039,04/12/2023,2030737,Homa Bay County,Ndhiwa Sub-County,Kwabwai Ward,Kitiro Sub-location,Ngara Bach Village,1,,,0,0,0,0,,,,1,,,,1,0,2,2,2,1,1,0,1,0
87842,03/06/2023,1060826,Migory County,Suna West Sub-County,Oruba Ragana Ward,Oruba Sub-location,Siany Nyamome Village,1,,,,,2,0,,,,3,,,,0,1,5,4,4,3,1,1,3,2
319823,04/12/2023,2071449,Homa Bay County,Rangwe Sub-County,Kochia Ward,Kowili Sub-location,Karabala/Kambogo Village,1,,,0,0,1,1,,,,2,,,,0,0,4,4,7,4,3,0,2,2
260363,04/12/2023,2051250,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Wagwe North Sub-location,Nyibul Village,1,,,0,0,0,0,,,,2,,,,0,0,3,3,3,2,1,0,2,0
147822,04/12/2023,2020720,Homa Bay County,Homabay Township Sub-County,Homabay Central Ward,Kalanya Kanyango Sub-location,Kuja B Village,1,,,0,0,0,1,,,,3,,,,0,0,2,1,5,2,3,0,3,1
169182,04/12/2023,2101537,Homa Bay County,Suba Central Sub-County,Mfangano Ward,Waware Sub-location (Mfangano Ward),Kaswanga Nyankoria Village (Waware Sub - Mfangano Ward),1,,,0,0,0,1,,,,2,,,,0,0,2,2,5,3,2,0,2,1
188151,04/12/2023,2030746,Homa Bay County,Ndhiwa Sub-County,Kwabwai Ward,Kitiro Sub-location,Wayara Village (Kitiro Sub-location),1,,,0,0,0,2,,,,0,,,,0,,2,2,,4,3,0,0,
275211,4/18/2023,2051156,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo West Ward,Kowuor Sub-location,Kokelo B Village,1,,,0,0,0,1,,,,1,,,,0,0,2,2,2,3,1,0,1,1
324062,4/18/2023,2071467,Homa Bay County,Rangwe Sub-County,Kochia Ward,Kanam Sub-location,Kanyandiek Village,1,,,0,0,0,0,,,,2,,,,1,0,3,3,3,0,3,0,2,0
214697,04/12/2023,2040992,Homa Bay County,Rachuonyo East Sub-County,Kokwanyo Kakelo Ward,Kokwanyo East Sub-location,Bunde Village,1,,,0,0,0,1,,,,1,,,,1,0,3,2,3,0,3,0,1,1
378007,04/12/2023,2030862,Homa Bay County,Ndhiwa Sub-County,Kanyadoto Ward,South Kabura Sub-location,Kanyombok Village,1,,,0,0,0,0,,,,0,,,,0,,3,3,,6,4,0,0,
108172,3/17/2023,1060748,Migory County,Suna West Sub-County,Wiga Ward,God Kwer Sub-location,Pap-Kobondo Village,1,,,,,0,0,,,,1,,,,0,0,1,1,1,0,1,0,1,0
178285,04/12/2023,2030885,Homa Bay County,Ndhiwa Sub-County,Kologi Ward,Kajwang Sub-location,Ramoya A Village (Kajwang Sub-location),1,,,0,0,0,1,,,,2,,,,0,0,2,2,3,1,3,0,2,1
369923,04/12/2023,2030926,Homa Bay County,Ndhiwa Sub-County,South Kabuoch Ward,Kobita  Sub-location,Gheto Village,1,,,0,0,2,0,,,,0,,,,1,,2,2,,2,3,0,0,
43582,03/06/2023,1030516,Migory County,Nyatike Sub-County,Macalder Kanyarwanda Ward,Owich (Macalder Ward) Sub-location,Owich 1 Village,1,,,,,1,0,,,,2,,,,1,0,3,2,4,3,1,0,2,1
306088,04/12/2023,2061339,Homa Bay County,Rachuonyo South Sub-County,West Kasipul Ward,Karabach Sub-location,Dindi Village,1,,,0,0,1,1,,,,2,,,,0,0,3,3,6,3,3,0,2,2
94158,03/06/2023,1060793,Migory County,Suna West Sub-County,Wasimbete Ward,Kopanga Sub-location,Boya Village (Kopanga Sub-location),1,,,,,0,1,,,,2,,,,0,0,9,8,8,5,5,0,2,1
14078,03/06/2023,1020362,Migory County,Awendo Sub-County,South Sakwa Ward,Waware North Sub-location,Wanyama 1 Village,1,,,,,0,0,,,,1,,,,0,0,2,2,2,0,2,0,1,0
226963,04/12/2023,2040970,Homa Bay County,Rachuonyo East Sub-County,Kabondo East Ward,Kowidi Sub-location (Kabondo East Ward,Kamollo A Village (Kowidi Sub-location),1,,,0,0,0,0,,,,2,,,,0,0,2,2,3,1,2,0,2,0
279081,04/12/2023,2061277,Homa Bay County,Rachuonyo South Sub-County,Central Kasipul Ward,Kawere West Sub-location,Kabondo Lower Village,1,,,0,0,0,1,,,,2,,,,0,0,3,2,6,4,2,0,2,1
10452,3/17/2023,1020322,Migory County,Awendo Sub-County,North Sakwa Ward,Kanyasrega Sub-location,Kinen Village,1,,,,,0,0,,,,0,,,,0,,2,2,,3,0,0,0,
314243,4/18/2023,2071510,Homa Bay County,Rangwe Sub-County,East Gem Ward,Kotieno Sub-location,Kakech Village,1,,,0,0,0,0,,,,2,,,,0,0,2,2,4,2,2,0,2,0
216804,04/12/2023,2041014,Homa Bay County,Rachuonyo East Sub-County,Kokwanyo Kakelo Ward,Kakelo Kamroth  Sub-location,Kowuor Oklola Village,1,,,0,0,1,0,,,,1,,,,0,0,3,2,2,5,0,0,1,1
802,3/17/2023,1020319,Migory County,Awendo Sub-County,Central Sakwa Ward,Kanyagwala Sub-location,Kochiel Village,1,,,,,1,1,,,,2,,,,0,0,3,3,4,2,2,0,2,2
20944,03/06/2023,1020397,Migory County,Awendo Sub-County,West Sakwa Ward,Kamresi Sub-location,Kodeny Village A (Kamresi Sub-location),1,,,,,1,1,,,,1,,,,0,0,3,1,1,1,1,0,1,0
260386,04/12/2023,2051252,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Wagwe North Sub-location,Nyibul Village,1,,,0,0,0,0,,,,0,,,,0,,2,2,,2,1,0,0,
121939,03/06/2023,1070934,Migory County,Uriri Sub-County,North Kanyamkago Ward,Katieno 2 Lower Sub-location,Othoro Village,1,,,,,0,0,,,,2,,,,0,0,2,2,3,2,1,0,2,0
275325,4/18/2023,2051159,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo West Ward,Rabuor Sub-location,Kakelo Village (Rabuor Sub-location),1,,,0,0,1,1,,,,2,,,,0,0,4,4,5,3,4,0,2,2
297972,04/12/2023,2061310,Homa Bay County,Rachuonyo South Sub-County,South Kasipul Ward,Kawino Sub-location,Bilo Village,1,,,0,0,0,0,,,,1,,,,0,0,3,3,2,1,2,0,1,0
279321,04/12/2023,2061299,Homa Bay County,Rachuonyo South Sub-County,Central Kasipul Ward,North Kachien Sub-location,Kaluoch Village (North Kachien Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,3,3,2,0,2,0,1,0
268329,04/12/2023,2051123,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kobuya east Sub-location,Kalal Upper Village,1,,,0,0,0,0,,,,2,,,,0,0,3,2,3,2,1,0,2,0
206839,04/12/2023,2041016,Homa Bay County,Rachuonyo East Sub-County,Kokwanyo Kakelo Ward,Kakelo Kamroth  Sub-location,Kowuor Oklola Village,1,,,0,0,0,0,,,,1,,,,1,0,2,2,1,1,0,0,1,0
382475,04/12/2023,2030802,Homa Bay County,Ndhiwa Sub-County,Kologi Ward,Kachola Sub-location,Kochieng Village (Kachola Sub-location),1,,,0,0,1,2,,,,2,,,,0,0,2,2,7,4,3,0,2,3
242037,4/18/2023,2051207,Homa Bay County,Rachuonyo North Sub-County,Kibiri Ward,Kojwang Sub-location,Bala Village (Kojwang Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,4,2,2,1,0,0,1,0
314239,4/18/2023,2071509,Homa Bay County,Rangwe Sub-County,East Gem Ward,Kotieno Sub-location,Nyambare Village,1,,,0,0,0,0,,,,0,,,,0,,2,1,,1,2,0,0,
225405,04/12/2023,2041070,Homa Bay County,Rachuonyo East Sub-County,Kabondo West Ward,Kilusi Sub-location,Wikokumu Village,1,,,0,0,0,1,,,,3,,,,0,0,4,4,5,3,2,0,3,1
114009,3/17/2023,1070999,Migory County,Uriri Sub-County,Central Kanyamkago Ward,Nyaobe Sub-location,Kamakanga 1 Village,1,,,,,0,0,,,,0,,,,1,,2,2,,1,0,0,0,
178276,04/12/2023,2030887,Homa Bay County,Ndhiwa Sub-County,Kologi Ward,Kajwang Sub-location,Ramoya B Village (Kajwang Sub-location),1,,,0,0,0,0,,,,1,,,,0,1,3,3,2,1,1,1,1,0
274056,4/18/2023,2051148,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo West Ward,Kayoo West Sub-location (Karachuonyo West Ward),Koguma Village,1,,,0,0,0,0,,,,0,,,,0,,2,2,,4,2,0,0,
66019,03/06/2023,1050653,Migory County,Suna East Sub-County,Kakrao Ward,Anjego Sub-location,Mwache C Village,1,,,,,0,0,,,,2,,,,0,0,3,1,4,2,3,0,2,0
268355,04/12/2023,2051134,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kobuya east Sub-location,Kalal Upper Village,1,,,0,0,0,0,,,,1,,,,0,0,3,3,3,3,2,0,1,0
262339,4/18/2023,2051248,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Wagwe South Sub-location,Kagai A Village,1,,,0,0,1,0,,,,1,,,,0,0,2,1,3,2,1,0,1,1
84472,3/17/2023,1050615,Migory County,Suna East Sub-County,Suna Central Ward,Wasweta I Sub-location,Ombo Village (Wasweta 1 Sub-location),1,,,,,0,0,,,,4,,,,0,1,7,6,7,4,3,1,4,0
372377,04/12/2023,2030784,Homa Bay County,Ndhiwa Sub-County,North Kabuoch Ward,Konyango East Sub-location,Aluor Village (Konyango East Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,1,1,2,0,2,0,1,0
160908,04/12/2023,2020664,Homa Bay County,Homabay Township Sub-County,Homabay East Ward,Komolo Sub-location,Dissi Village,1,,,0,0,0,0,,,,1,,,,0,0,3,3,1,6,2,0,1,0
121468,03/06/2023,1070918,Migory County,Uriri Sub-County,North Kanyamkago Ward,Katieno 1 Sub-location,Nyagwethe Village (Katieno 1 Sub-location),1,,,,,0,0,,,,2,,,,1,0,2,2,2,1,1,0,2,0
64160,3/17/2023,1050717,Migory County,Suna East Sub-County,God Jope Ward,Wasio Sub-location,Kowiti Upper Village,1,,,,,0,0,,,,2,,,,0,0,2,2,4,4,0,0,2,0
117231,03/06/2023,1070978,Migory County,Uriri Sub-County,East Kanyamkago Ward,Thimjope Sub-location,Pith Nyadundo B Village,1,,,,,2,0,,,,2,,,,0,0,3,3,3,2,1,0,2,2
306262,04/12/2023,2061353,Homa Bay County,Rachuonyo South Sub-County,West Kasipul Ward,Karabach Sub-location,Dindi Village,1,,,0,0,0,0,,,,2,,,,0,1,5,5,6,2,4,1,2,0
370086,04/12/2023,2030940,Homa Bay County,Ndhiwa Sub-County,South Kabuoch Ward,Kaguria Sub-location,Nyarwenya A Village,1,,,0,0,0,2,,,,1,,,,0,0,2,2,2,3,3,0,1,0
252570,04/12/2023,2051173,Homa Bay County,Rachuonyo North Sub-County,Central Karachuonyo Ward,Kodondi Sub-location,Kwaro E Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,2,1,1,0,1,0
263380,04/12/2023,2051257,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo North Ward,Kakoko Sub-location,Komollo Upper Village,1,,,0,0,0,0,,,,3,,,,0,0,4,4,7,3,4,0,3,0
147599,04/12/2023,2020643,Homa Bay County,Homabay Township Sub-County,West Ward,North Kanyabala Sub-location,Yao B Village,1,,,0,0,0,0,,,,3,,,,0,0,5,5,6,2,4,0,3,0
354580,4/18/2023,2051193,Homa Bay County,Rachuonyo North Sub-County,Kendu Town Ward,upper kakwajuok Sub-location,Ramba Village (Upper Kakwajuok Sub-location),1,,,0,0,0,0,,,,2,,,,0,1,3,2,2,1,1,1,2,0
147698,04/12/2023,2020650,Homa Bay County,Homabay Township Sub-County,West Ward,North Kanyabala Sub-location,Kobwana A Village,1,,,0,0,2,1,,,,3,,,,1,0,3,3,6,4,3,0,3,3
168660,04/12/2023,2101538,Homa Bay County,Suba Central Sub-County,Mfangano Ward,Waware Sub-location (Mfangano Ward),Kakiimba Walagi Village,1,,,0,0,0,0,,,,2,,,,0,0,3,3,5,2,3,0,2,0
324349,4/18/2023,2071446,Homa Bay County,Rangwe Sub-County,Kochia Ward,Kamenya (Kochia Ward) Sub-location,Kobonyo A Village (Kamenya Sub-location),1,,,0,0,0,0,,,,2,,,,1,0,11,11,2,1,2,0,2,0
6273,03/06/2023,1020327,Migory County,Awendo Sub-County,North Sakwa Ward,Kanyasrega Sub-location,Wayendhe Village,1,,,,,1,0,,,,3,,,,0,0,4,3,5,2,3,0,3,1
254577,4/18/2023,2051193,Homa Bay County,Rachuonyo North Sub-County,Kendu Town Ward,upper kakwajuok Sub-location,Ramba Village (Upper Kakwajuok Sub-location),1,,,0,0,0,1,,,,3,,,,0,1,2,2,5,1,4,1,3,1
172704,04/12/2023,2101576,Homa Bay County,Suba Central Sub-County,Mfangano Ward,Soklo North Sub-location,Siaga Village,1,,,0,0,0,0,,,,2,,,,0,0,3,3,3,2,1,0,2,0
87579,03/06/2023,1060806,Migory County,Suna West Sub-County,Oruba Ragana Ward,Lower Marindi Sub-location,Osaka (Lower Marindi Sub-location),1,,,,,1,0,,,,2,,,,1,1,3,2,5,2,3,1,2,1
147199,03/06/2023,1070916,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 2 Lower Sub-location,Kiwiro Village (Kajulu 2 Lower Sub-location),1,,,,,0,0,,,,1,,,,1,0,4,1,2,3,5,0,1,0
147358,03/06/2023,1070915,Migory County,Uriri Sub-County,West Kanyamkago Ward,Kajulu 2 Lower Sub-location,Kiwiro Village (Kajulu 2 Lower Sub-location),1,,,,,0,1,,,,0,,,,0,,2,2,,1,2,0,0,
273326,04/12/2023,2051139,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo West Ward,Kayoo West Sub-location (Karachuonyo West Ward),Kotolo/Kamayo Village,1,,,0,0,0,0,,,,3,,,,0,0,3,3,6,6,2,0,3,0
5042,03/06/2023,1020305,Migory County,Awendo Sub-County,Central Sakwa Ward,Kamaure Sub-location,Konoka A Village,1,,,,,0,0,,,,1,,,,0,0,3,2,1,0,1,0,1,0
81267,03/06/2023,1050615,Migory County,Suna East Sub-County,Suna Central Ward,Wasweta I Sub-location,Kanguka Village,1,,,,,0,0,,,,3,,,,1,0,7,5,2,2,4,0,3,0
268426,04/12/2023,2051131,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kobuya east Sub-location,Kabonyo Kalal Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,1,0,1,0,1,0
181004,04/12/2023,2030827,Homa Bay County,Ndhiwa Sub-County,Kosewe Ward,Kwamo Sub-location,Rachar Village,1,,,0,0,1,0,,,,0,,,,0,,1,1,,2,2,0,0,
10489,3/17/2023,1020332,Migory County,Awendo Sub-County,North Sakwa Ward,East Kakmasia Sub-location,Kimaye Village (East Kakmasia),1,,,,,0,1,,,,1,,,,1,0,2,2,2,1,2,0,1,1
308764,4/18/2023,2071531,Homa Bay County,Rangwe Sub-County,East Gem Ward,Koyolo Sub-location,Town C Village,1,,,0,0,0,0,,,,1,,,,1,0,2,2,2,2,0,0,1,0
101666,3/17/2023,1060768,Migory County,Suna West Sub-County,Wasweta 2 Ward,Nyamange sub location,Magoto B Village (Nyamange sub location),1,,,,,0,1,,,,1,,,,0,0,2,2,4,1,3,0,1,1
64083,3/17/2023,1050712,Migory County,Suna East Sub-County,God Jope Ward,Osingo South Sub-location,Anganga Village,0,,4. Refused,0,1,,,,,,1,1,2,0,0,0,2,,3,,,,1,1
87828,03/06/2023,1060824,Migory County,Suna West Sub-County,Oruba Ragana Ward,Oruba Sub-location,Siany Nyamome Village,1,,,,,1,0,,,,2,,,,1,0,2,2,3,3,1,0,2,1
10832,3/17/2023,1020349,Migory County,Awendo Sub-County,North Sakwa Ward,East Kakmasia Sub-location,Kimaye Village (East Kakmasia),1,,,,,0,0,,,,2,,,,0,0,2,2,4,2,3,0,2,0
36087,03/06/2023,1030530,Migory County,Nyatike Sub-County,Kaler Ward,Bande Sub-location,Lwanda Lower Village,1,,,,,0,0,,,,0,,,,1,,1,1,,0,1,0,0,
336211,04/12/2023,2091601,Homa Bay County,Suba South Sub-County,Ruma Kaksingiri East Ward,Nyadenda Sub-location,Kingenyo Village (Nyadenda Sub-location),1,,,0,0,0,0,,,,1,,,,0,0,2,2,2,1,1,0,1,0
274406,04/12/2023,2051157,Homa Bay County,Rachuonyo North Sub-County,Karachuonyo West Ward,Rabuor Sub-location,Upper Kamwania Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,2,0,2,0,1,0
324451,4/18/2023,2071451,Homa Bay County,Rangwe Sub-County,Kochia Ward,Kamenya (Kochia Ward) Sub-location,Upper Kadhwewo Village,1,,,0,0,0,0,,,,1,,,,0,0,2,2,1,0,1,0,1,0
116932,03/06/2023,1070965,Migory County,Uriri Sub-County,East Kanyamkago Ward,Arambe Sub-location,Ahenyo Village,1,,,,,1,0,,,,0,,,,0,,4,4,,3,0,0,0,
269345,4/18/2023,2051128,Homa Bay County,Rachuonyo North Sub-County,Wangchieng Ward,Kobuya west Sub-location,Kachieng Upper Village,1,,,0,0,0,0,,,,1,,,,1,0,4,4,2,1,2,0,1,0
316253,4/18/2023,2071426,Homa Bay County,Rangwe Sub-County,Kagan Ward,Komenya  Sub-location,Mado Village,1,,,0,0,0,0,,,,0,,,,0,,3,3,,1,1,0,0,
91214,3/17/2023,1060831,Migory County,Suna West Sub-County,Oruba Ragana Ward,Oruba Sub-location,Complex Village,1,,,,,1,0,,,,0,,,,1,,3,3,,2,1,0,0,
53005,03/06/2023,1030457,Migory County,Nyatike Sub-County,North Kadem Ward,Kakelo Kakoth Sub-location,Kabuto C Village,1,,,,,0,0,,,,1,,,,0,0,1,1,1,0,1,0,1,0
279215,04/12/2023,2061306,Homa Bay County,Rachuonyo South Sub-County,Central Kasipul Ward,North Kachien Sub-location,Nduga Village,1,,,0,0,0,1,,,,1,,,,1,0,5,4,2,2,4,0,1,1
314643,4/18/2023,2071440,Homa Bay County,Rangwe Sub-County,Kagan Ward,Kanyiriema Sub-location,Kabarwuor Village,1,,,0,0,0,0,,,,2,,,,1,0,2,2,5,1,3,0,2,0
221377,04/12/2023,2041082,Homa Bay County,Rachuonyo East Sub-County,Kojwach Ward,Kamuga (Kojwach Ward) Sub-location,Pundo Village (Kamuga Sub-location),1,,,0,0,0,2,,,,3,,,,0,0,6,4,3,0,3,0,3,2
6291,03/06/2023,1020324,Migory County,Awendo Sub-County,North Sakwa Ward,Kanyasrega Sub-location,Wayendhe Village,1,,,,,0,0,,,,0,,,,0,,2,2,,1,3,0,0,
111451,03/06/2023,1071008,Migory County,Uriri Sub-County,Central Kanyamkago Ward,Kawere 2b Sub-location,Waregi Lower Village,1,,,,,0,0,,,,1,,,,0,0,2,1,2,1,1,0,1,0
249562,4/18/2023,2051102,Homa Bay County,Rachuonyo North Sub-County,Kanyaluo Ward,Kamenya North Sub-location,Oyombe A Village (Kamenya North Sub-location),1,,,0,0,0,0,,,,0,,,,0,,3,3,,1,1,0,0,
311915,04/12/2023,2071514,Homa Bay County,Rangwe Sub-County,Kagan Ward,South Kagan Sub-location,Kochieng Village (South Kagan Sub-location),1,,,0,0,0,0,,,,2,,,,0,0,3,3,3,3,1,0,2,0
296172,04/12/2023,2061386,Homa Bay County,Rachuonyo South Sub-County,West Kamagak Ward,Kokal  Sub-location,Mwamba Village,1,,,0,0,1,0,,,,1,,,,0,0,3,3,2,2,2,0,1,0
588,3/17/2023,1020310,Migory County,Awendo Sub-County,Central Sakwa Ward,Kombok North  Sub-location,Awendo Marindi Village,1,,,,,0,0,,,,1,,,,1,0,3,3,1,0,1,0,1,0
316234,4/18/2023,2071424,Homa Bay County,Rangwe Sub-County,Kagan Ward,Komenya  Sub-location,Mado Village,1,,,0,0,0,0,,,,2,,,,0,0,2,2,4,2,4,0,2,0
114034,3/17/2023,1071002,Migory County,Uriri Sub-County,Central Kanyamkago Ward,Nyaobe Sub-location,Kamakanga 1 Village,1,,,,,0,0,,,,1,,,,0,0,3,3,1,1,3,0,1,0
311138,4/18/2023,2071500,Homa Bay County,Rangwe Sub-County,East Gem Ward,Koyolo Sub-location,Katunglu Village,1,,,0,0,1,0,,,,2,,,,0,0,3,3,2,5,1,0,2,1
